V395 Cyg    2460191.2994966833    0.3048542151803032    0.2764143231613894
HD 189039    2460191.329748921    -8.67046705017297    0.15187586098646125
V335 Sge    2460191.3556606113    -24.99618954684814    0.21548636174135452
V2012 Cyg    2460191.3890911494    21.75460768303459    0.17663813187171049
HD 204751    2460191.4240709757    -14.311160267701768    1.6473800303611879
HD 201270    2460191.4481023485    -7.623263671557531    0.1149489579196657
HD 213036    2460191.4635342485    -26.245543048883032    0.09180680250972426
HD 215686    2460191.4861128503    31.5687340138617    13.231034824121751
V453 Cep    2460191.513329003    27.011211680704466    0.7923464913543421
HD 215336    2460191.5334613333    1.4686469538467302    0.051064673641072846
V365 Cas    2460191.552576049    -8.727519652606325    0.27058629470715123
V395 Cyg    2460192.27511307    -6.80907950904052    0.3233154044144837
V335 Sge    2460192.306539784    -25.13577957464666    0.16556788448544252
HD 206843    2460193.3160703867    -15.00432969068178    1.0432943589572525
HD 201270    2460193.346025824    -14.927238504584645    0.16779994476475069
HD 204751    2460193.3602569853    -15.666350544459876    2.246595317899139
56 Peg    2460193.387578427    -25.652465640020157    0.051180443331608726
HR Peg    2460193.394609517    12.595959773499295    0.09635726129362193
57 Peg    2460193.407999452    22.67096153556151    0.08527169238568574
HD 217143    2460193.415832855    -18.414315200399944    0.05062654487212901
HD 213036    2460193.437985715    -26.35969582194367    0.09578897282352009
HD 7863    2460193.4574828646    -27.515725791885494    0.04804209573850991
V365 Cas    2460193.506645168    -8.36941701404523    0.22638058707061268
HD 34128    2460193.53578412    24.35153245177043    5.7909044724809675
HD 48767    2460193.568964192    -2.065807326974986    0.6115757641103697
HD 48767    2460193.5763245975    7.248435430643067    0.15837283015023668
HD 50688    2460193.585804347    -29.239999634596693    3.2494095576337143
BD+21 255    2460199.4324211273    -34.55704280270409    0.051779588164118207
HD 26395    2460199.4648776245    21.739668789504023    10.267597141653578
HD 39251    2460199.4909524    -19.41736500670277    3.2457854402018214
HD 39251    2460199.5121916374    -20.490055387503936    3.558471695873238
HD 30738    2460199.539434083    29.541277435310302    0.38277972355353007
HD 30738    2460199.5548861    28.900266986957572    0.35183132252190796
HD 50688    2460199.5719621093    -21.266879669231855    3.068518790667362
V395 Cyg    2460202.370055598    -13.077235541934412    0.21155984170827777
HD 201270    2460202.4049505345    -39.19940752811087    0.2812410283042602
HD 204751    2460202.419068144    -18.857900301011124    2.313884899744885
HD 213036    2460202.4429920367    -26.497888787106103    0.06907304369903801
HD 215336    2460202.4634603392    0.7930703473444156    0.04834082271840038
HD 215686    2460202.4825890562    21.527780107198573    10.177878797220242
HD 7863    2460202.5114435824    -27.3406748157483    0.06416108765329089
HD 189039    2460219.2437964864    -29.916154208844777    0.17805198010432557
V335 Sge    2460219.2789811585    -23.12871368814288    0.2507858758595904
V2012 Cyg    2460219.3125917064    21.964150270696887    0.23335631323647885
V395 Cyg    2460219.345672269    10.4396588754847    0.1793847256749059
HD 204751    2460219.38248756    -20.69589744716765    1.8751370239842842
HD 201270    2460219.409892466    5.0422618304099345    0.12864799843122013
HD 213036    2460219.427140182    -26.83617567143522    0.06626382648028199
56 Peg    2460219.4476445494    -27.565712182015382    0.05705028949811653
HD 217143    2460219.4556916095    -17.910145104513894    0.05192353736154125
57 Peg    2460219.4808965116    24.037394224403254    0.08139578742043674
HD 215336    2460219.4874408757    0.2598623446048981    0.04640637338249668
V453 Cep    2460219.506168783    -48.19382789786395    3.1767283265177446
V365 Cas    2460219.524986849    -7.350670867160997    0.37746819215576377
HD 215686    2460234.270776011    11.194131612471715    13.34673647011898
HR Peg    2460234.3006698266    11.956199821013039    0.10112941329914198
HD 206843    2460234.309789444    4.905791598539331    0.7722675998173772
BD+21 255    2460234.3943996625    -34.44734591570935    0.07725696709144825
HD 26395    2460234.4805058357    14.31127779075139    5.653180795965672
HD 30738    2460234.5141727854    27.713883479807553    0.1630433510073691
HD 48767    2460234.531190168    21.575500797795005    0.41010652242425816
HD 48767    2460234.5388354743    7.910258282267014    0.2176365159981203
HD 34128    2460234.5497592036    36.97485819306838    8.51396598978317
HD 48767    2460234.5815341    8.327962699291367    0.22210341258891494
HD 34128    2460234.5987956706    33.99232685189537    10.5433072172321
HD 50688    2460234.627338066    73.2693387617095    0.2355297029562996
BD+48 1048    2460316.4135486744    -45.51507021026681    0.08385128822256215
HD 26395    2460316.44481075    93.48015283991062    3.2144414067198386
HD 30339    2460316.480944505    11.159981850066272    0.11603120127538304
HD 50720    2460316.52829092    -123.92420791178844    2.7751539016061573
HD 50688    2460316.5507908133    24.10809250571884    0.13688595867150202
HD 69766    2460316.5737727657    21.567820372849354    0.48888816998060064
HD 76396    2460316.606367285    -70.98505284159958    2.7343236615632875
HD 3454    2460317.167843602    49.747166165105554    1.061063683064311
HD 3410    2460317.1860050578    -33.820675398054426    0.38835006498208646
BD+21 255    2460317.205039267    -35.43602662554516    0.11309132705910714
V365 Cas    2460317.2403726373    -9.09607915967859    0.30056858320910107
HD 11658    2460317.264861425    4.143951769451879    0.06188783258294665
BD+21 255    2460321.211048075    -35.01970078738923    0.0823680611380647
BD+48 1048    2460321.250249856    -44.40848184441852    0.06756904473191618
HD 26395    2460321.2807163373    -35.17476856529287    4.557552950390477
V1139 Tau    2460321.3094397974    0.8838018073695372    0.16248112972948325
HD 30738    2460321.3256146214    29.3680113315414    0.38561166667169317
HD 29157    2460321.3443370084    -42.197293748766484    0.34397905092232317
HD 30443    2460321.3741254024    69.9451924689187    0.11766352483736349
HD 46148    2460321.40592083    26.935017875092026    0.19286626287651912
BD+35 1238    2460321.428502792    28.641657152439112    13.946184176205833
HD 39251    2460321.4690677803    -21.175409441133386    0.9048009003649072
